x1,x2,y
9.446993488418483,67.03904801789868,0
6.799617976339843,43.639946067419004,0
7.068136179371043,29.14805455972845,0
3.902749679857759,30.937869072514143,0
7.56638478490165,107.4875488578824,0
8.738784796649666,20.574787382100844,0
5.8333530910622455,13.931529631790232,0
8.575297994284638,13.665317688808127,0
8.77553028823074,60.33435893758005,0
7.627409974604196,86.03572069614248,0
7.028960045763817,11.170582156536673,0
3.3062993675808103,97.72551835047165,1
9.951314132919387,58.37038301157003,0
5.823497453558924,29.16813198520073,0
5.930701380380268,12.064833849262486,0
2.431703511162734,89.5014646137603,1
2.5656881577865978,53.27850565310703,1
1.9504176083271552,25.294167319266872,1
9.646773028599975,58.89628424253232,0
2.6366903123753604,11.030150658813676,0
5.079374984302988,33.65338589966479,0
5.328149883092569,48.709025627675324,0
1.6810195399381933,18.19628504809546,0
5.131296008643737,108.1530096131908,1
0.02395254096146493,104.34713547985426,1
9.998238999491523,67.84507993318529,0
9.434286883334872,83.50334795798963,0
1.1272779542047842,39.78671360197421,1
2.2874343665258796,75.2452436653839,1
2.4183399557575367,94.54771520135587,1
4.5084724567568575,78.74340752786718,1
8.68086751592392,31.50020745494934,0
8.61813607595244,30.364992738057786,0
1.1295939666784138,32.38894445751301,1
9.87827724342019,30.76511548944695,0
7.9655406571209,88.12273187388521,0
7.565485849688011,48.32138994973697,0
9.176078215769873,58.881963673381655,0
1.9760243622432403,37.56873461905821,0
6.751786539418693,78.05228017714734,0
6.6692892230340926,90.57723596008623,1
9.464419532279656,92.36227658904087,0
6.446172860410285,16.7290952951257,0
7.039200617836897,74.8891038671211,0
9.93250028449232,109.30966370462927,0
3.347307118672977,6.947315012195778,0
3.0480851251315784,80.37700882730553,1
2.0370340986917324,19.74407577079853,0
2.588936993180914,89.8287160398842,1
3.670766378354248,65.65931691953386,1
8.810740083403838,49.26935362933174,0
9.82903983848324,11.240773507907477,0
6.256602137178231,28.367036678562318,0
7.300851159897072,81.44100447116517,0
6.047718025498688,22.924511684833302,0
7.2507129596706426,16.602167470706778,0
8.067963054621968,82.44732314133287,0
